"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","510","TC6: Validar búsqueda de mascotas disponibles por estado","","Thu Jan 23 19:31:50 UTC 2025","passed","Thu Jan 23 19:31:50 UTC 2025","","pet/Get-TC6.spec.ts","",""
"","58","TC39: Validar login fallido con credenciales incorrectas","","Thu Jan 23 19:31:51 UTC 2025","passed","Thu Jan 23 19:31:51 UTC 2025","","User/Get-TC39.spec.ts","",""
"","63","TC38: Validar login exitoso con credenciales válidas","","Thu Jan 23 19:31:51 UTC 2025","passed","Thu Jan 23 19:31:51 UTC 2025","","User/Get-TC38.spec.ts","",""
"","243","TC8: Validar obtención de detalles de mascota por ID válido","","Thu Jan 23 19:31:51 UTC 2025","failed","Thu Jan 23 19:31:51 UTC 2025","","pet/Get-TC8.spec.ts","",""
"","20","TC5: Validar actualización de datos de mascota correctamente","","Thu Jan 23 19:31:51 UTC 2025","passed","Thu Jan 23 19:31:51 UTC 2025","","pet/Put-TC5.spec.ts","",""
"","22","TC9: Validar que no existe mascota con ID inválido","","Thu Jan 23 19:31:51 UTC 2025","passed","Thu Jan 23 19:31:51 UTC 2025","","pet/Get-TC9.spec.ts","",""
"","67","TC3: Validar creación de nueva mascota con datos válidos","","Thu Jan 23 19:31:51 UTC 2025","passed","Thu Jan 23 19:31:51 UTC 2025","","pet/Post-TC3.spec.ts","",""
"","32","TC16: Validar creación de pedido exitoso con producto del inventario","","Thu Jan 23 19:31:51 UTC 2025","passed","Thu Jan 23 19:31:51 UTC 2025","","Store/Post-TC16.spec.ts","",""
